sku,product_name,type,features,series,application,connection,thread,gender,material,color,sizes_raw,diameter_mm,diameter2_mm,diameter3_mm,angle_deg,inch,length_mm,wall_mm,sdr,sn_class,leftover,image_file,image_count,page_url
41760053,מצמד שרוול לשפכים חמים בקוטר 160,מצמד,שרוול,,שפכים חמים,,,,,,160,160,,,,,,,,,,41760053.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160/
41730053,מצמד שרוול לשפכים חמים בקוטר 75,מצמד,שרוול,,שפכים חמים,,,,,,75,75,,,,,,,,,,41730053.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
7372164070,מצרה אולטרה ווייט בקוטר 110/160,מצרה,,Ultra White,,,,,,,110/160,110,160,,,,,,,,,7372164070.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-160/
7372186070,מצרה אולטרה ווייט בקוטר 200/160,מצרה,,Ultra White,,,,,,,200/160,200,160,,,,,,,,,7372186070.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%95%D7%95%D7%99%D7%99%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200-160/
7072147070,מצרה אולטרה סיילנט בקוטר 110/63,מצרה,,Ultra Silent,,,,,,,110/63,110,63,,,,,,,,,7072147070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110-63/
7072154070,מצרה אולטרה סיילנט בקוטר 110/125,מצרה,,Ultra Silent,,,,,,,110/125,110,125,,,,,,,,,7072154070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110125/
7072164070,מצרה אולטרה סיילנט בקוטר 110/160,מצרה,,Ultra Silent,,,,,,,110/160,110,160,,,,,,,,,7072164070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110160/
7072165070,מצרה אולטרה סיילנט בקוטר 125/160,מצרה,,Ultra Silent,,,,,,,125/160,125,160,,,,,,,,,7072165070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125160/
7072186070,מצרה אולטרה סיילנט בקוטר 200/160,מצרה,,Ultra Silent,,,,,,,200/160,200,160,,,,,,,,,7072186070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-200160/
7072110070,מצרה אולטרה סיילנט בקוטר 32/40,מצרה,,Ultra Silent,,,,,,,32/40,32,40,,,,,,,,,7072110070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-3240/
7072120070,מצרה אולטרה סיילנט בקוטר 32/50,מצרה,,Ultra Silent,,,,,,,32/50,32,50,,,,,,,,,7072120070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-3250/
7072141070,מצרה אולטרה סיילנט בקוטר 40/110,מצרה,,Ultra Silent,,,,,,,40/110,40,110,,,,,,,,,7072141070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40110/
7072121070,מצרה אולטרה סיילנט בקוטר 40/50,מצרה,,Ultra Silent,,,,,,,40/50,40,50,,,,,,,,,7072121070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-4050/
7072191070,מצרה אולטרה סיילנט בקוטר 40/90,מצרה,,Ultra Silent,,,,,,,40/90,40,,,90,,,,,,,7072191070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-4090/
7072142070,מצרה אולטרה סיילנט בקוטר 50/110,מצרה,,Ultra Silent,,,,,,,50/110,50,110,,,,,,,,,7072142070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-50110/
7072192070,מצרה אולטרה סיילנט בקוטר 50/90,מצרה,,Ultra Silent,,,,,,,50/90,50,,,90,,,,,,,7072192070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-5090/
7072143070,מצרה אולטרה סיילנט בקוטר 75/110,מצרה,,Ultra Silent,,,,,,,75/110,75,110,,,,,,,,,7072143070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75110/
7072132070,מצרה אולטרה סיילנט בקוטר 75/50,מצרה,,Ultra Silent,,,,,,,75/50,75,50,,,,,,,,,7072132070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-7550/
7072193070,מצרה אולטרה סיילנט בקוטר 75/90,מצרה,,Ultra Silent,,,,,,,75/90,75,,,90,,,,,,,7072193070.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-7590/
7072149070,מצרה אולטרה סיילנט בקוטר 90/110,מצרה,,Ultra Silent,,,,,,,90/110,90,110,,,,,,,,,7072149070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%91%D7%A7%D7%95%D7%98%D7%A8-90110/
7872154070,מצרה אולטרה סיילנט פלוס בקוטר 125/110,מצרה,,Ultra Silent Plus,,,,,,,125/110,125,110,,,,,,,,,7872154070.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125110/
7872164070,מצרה אולטרה סיילנט פלוס בקוטר 160/125,מצרה,,Ultra Silent Plus,,,,,,,160/125,160,125,,,,,,,,,7872164070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%90%D7%95%D7%9C%D7%98%D7%A8%D7%94-%D7%A1%D7%99%D7%99%D7%9C%D7%A0%D7%98-%D7%A4%D7%9C%D7%95%D7%A1-%D7%91%D7%A7%D7%95%D7%98%D7%A8-160125/
83464040,מצרה לביוב 160/110,מצרה,,,ביוב,,,,,,160/110,160,110,,,,,,,,,83464040.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%91%D7%99%D7%95%D7%91-160110/
83486040,מצרה לביוב 200/160,מצרה,,,ביוב,,,,,,200/160,200,160,,,,,,,,,83486040.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%91%D7%99%D7%95%D7%91-200160/
43498040,מצרה לביוב 250/200,מצרה,,,ביוב,,,,,,250/200,250,200,,,,,,,,,43498040.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%91%D7%99%D7%95%D7%91-250200/
43440200,מצרה לביוב 400/200,מצרה,,,ביוב,,,,,,400/200,400,200,,,,,,,,,43440200.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%91%D7%99%D7%95%D7%91-400200/
42144040,מצרה לתיקון 110/100,מצרה,,,,,,,,,110/100,110,100,,,,,,,,לתיקון,42144040.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F-110100/
42144145,מצרה לתיקון 110/94,מצרה,,,,,,,,,110/94,110,94,,,,,,,,לתיקון,42144145.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%AA%D7%99%D7%A7%D7%95%D7%9F-11094/
42142050,מצרה שקע תקע לשפכים חמים 110/50,מצרה,,,שפכים חמים,שקע-תקע,,,,,110/50,110,50,,,,,,,,,42142050.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-11050/
42143050,מצרה שקע תקע לשפכים חמים 110/75,מצרה,,,שפכים חמים,שקע-תקע,,,,,110/75,110,75,,,,,,,,,42143050.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-11075/
42154060,מצרה שקע תקע לשפכים חמים 125/110,מצרה,,,שפכים חמים,שקע-תקע,,,,,125/110,125,110,,,,,,,,,42154060.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-125110/
42164050,מצרה שקע תקע לשפכים חמים 160/110,מצרה,,,שפכים חמים,שקע-תקע,,,,,160/110,160,110,,,,,,,,,42164050.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-160110/
42121060,מצרה שקע תקע לשפכים חמים 50/40,מצרה,,,שפכים חמים,שקע-תקע,,,,,50/40,50,40,,,,,,,,,42121060.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-5040/
42132050,מצרה שקע תקע לשפכים חמים 75/50,מצרה,,,שפכים חמים,שקע-תקע,,,,,75/50,75,50,,,,,,,,,42132050.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-%D7%A9%D7%A7%D7%A2-%D7%AA%D7%A7%D7%A2-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-7550/
87498070,מצרה 250/200,מצרה,,,,,,,,,250/200,250,200,,,,,,,,,87498070.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-250-200/
72143260,מצרה 32/40 ™SmartLock,מצרה,,SmartLock,,,,,,,32/40,32,40,,,,,,,,,72143260.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-32-40-smartlock/
72153260,מצרה 32/50 ™SmartLock,מצרה,,SmartLock,,,,,,,32/50,32,50,,,,,,,,,72153260.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-32-50-smartlock/
72150460,מצרה 40/50 ™SmartLock,מצרה,,SmartLock,,,,,,,40/50,40,50,,,,,,,,,72150460.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-40-50-smartlock/
62153260,מצרה 50/32,מצרה,,,,,,,,,50/32,50,32,,,,,,,,,62153260.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-50-32/
72163563,מצרה 50/63 ™SmartLock,מצרה,,SmartLock,,,,,,,50/63,50,63,,,,,,,,,72163563.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-50-63-smartlock/
62161560,מצרה 60/50 צד אחד חלק חיבור ברזל ופלסטיק,מצרה,צד אחד חלק,,,,,,פלסטיק,,60/50,60,50,,,,,,,,חיבור ברזל ו,62161560.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-60-50-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7-%D7%97%D7%99%D7%91%D7%95%D7%A8-%D7%91%D7%A8%D7%96%D7%9C-%D7%95%D7%A4%D7%9C%D7%A1%D7%98%D7%99%D7%A7/
62161560,מצרה 60/50 צד אחד חלק,מצרה,צד אחד חלק,,,,,,,,60/50,60,50,,,,,,,,,62161560.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-60-50-%D7%A6%D7%93-%D7%90%D7%97%D7%93-%D7%97%D7%9C%D7%A7/
62160560,מצרה 60/50,מצרה,,,,,,,,,60/50,60,50,,,,,,,,,62160560.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-60-50/
62163563,מצרה 63/50,מצרה,,,,,,,,,63/50,63,50,,,,,,,,,62163563.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%A8%D7%94-63-50/
99550940,מקדח עבור רוכבים 20+25,,,,,,,,,,20/25,20,25,,,,,,,,מקדח עבור רוכבים +,99550940.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A7%D7%93%D7%97-%D7%A2%D7%91%D7%95%D7%A8-%D7%A8%D7%95%D7%9B%D7%91%D7%99%D7%9D-2025/
99550942,מקדח עבור רוכבים 32,,,,,,,,,,32,32,,,,,,,,,מקדח עבור רוכבים,99550942.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A7%D7%93%D7%97-%D7%A2%D7%91%D7%95%D7%A8-%D7%A8%D7%95%D7%9B%D7%91%D7%99%D7%9D-32/
99550944,מקדח עבור רוכבים 40,,,,,,,,,,40,40,,,,,,,,,מקדח עבור רוכבים,99550944.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A7%D7%93%D7%97-%D7%A2%D7%91%D7%95%D7%A8-%D7%A8%D7%95%D7%9B%D7%91%D7%99%D7%9D-40/
99550946,מקדח עבור רוכבים 50,,,,,,,,,,50,50,,,,,,,,,מקדח עבור רוכבים,99550946.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A7%D7%93%D7%97-%D7%A2%D7%91%D7%95%D7%A8-%D7%A8%D7%95%D7%9B%D7%91%D7%99%D7%9D-50/
99550948,מקדח עבור רוכבים 63,,,,,,,,,,63,63,,,,,,,,,מקדח עבור רוכבים,99550948.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A7%D7%93%D7%97-%D7%A2%D7%91%D7%95%D7%A8-%D7%A8%D7%95%D7%9B%D7%91%D7%99%D7%9D-63/
99550952,מקדח עבור רוכבים 90,,,,,,,,,,90,90,,,,,,,,,מקדח עבור רוכבים,99550952.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A7%D7%93%D7%97-%D7%A2%D7%91%D7%95%D7%A8-%D7%A8%D7%95%D7%9B%D7%91%D7%99%D7%9D-90/
47700013,"משחת החלקה לצינורות פלסטיק 1000 מ""ל",,,,לצינורות,,,,פלסטיק,,1000,1000,,,,,,,,,משחת החלקה מ ל,47700013.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%97%D7%AA-%D7%94%D7%97%D7%9C%D7%A7%D7%94-%D7%9C%D7%A6%D7%99%D7%A0%D7%95%D7%A8%D7%95%D7%AA-%D7%A4%D7%9C%D7%A1%D7%98%D7%99%D7%A7-1000-%D7%9E%D7%9C-2/
47700013,"משחת החלקה לצינורות פלסטיק 1000 מ""ל",,,,לצינורות,,,,פלסטיק,,1000,1000,,,,,,,,,משחת החלקה מ ל,47700013.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%97%D7%AA-%D7%94%D7%97%D7%9C%D7%A7%D7%94-%D7%9C%D7%A6%D7%99%D7%A0%D7%95%D7%A8%D7%95%D7%AA-%D7%A4%D7%9C%D7%A1%D7%98%D7%99%D7%A7-1000-%D7%9E%D7%9C/
47700012,"משחת החלקה לצינורות פלסטיק 250 מ""ל",,,,לצינורות,,,,פלסטיק,,250,250,,,,,,,,,משחת החלקה מ ל,47700012.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%97%D7%AA-%D7%94%D7%97%D7%9C%D7%A7%D7%94-%D7%9C%D7%A6%D7%99%D7%A0%D7%95%D7%A8%D7%95%D7%AA-%D7%A4%D7%9C%D7%A1%D7%98%D7%99%D7%A7-250-%D7%9E%D7%9C-2/
47700012,"משחת החלקה לצינורות פלסטיק 250 מ""ל",,,,לצינורות,,,,פלסטיק,,250,250,,,,,,,,,משחת החלקה מ ל,47700012.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%97%D7%AA-%D7%94%D7%97%D7%9C%D7%A7%D7%94-%D7%9C%D7%A6%D7%99%D7%A0%D7%95%D7%A8%D7%95%D7%AA-%D7%A4%D7%9C%D7%A1%D7%98%D7%99%D7%A7-250-%D7%9E%D7%9C/
47700013,"משחת החלקה לצינורות 1000 מ""ל",,,,לצינורות,,,,,,1000,1000,,,,,,,,,משחת החלקה מ ל,47700013.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%97%D7%AA-%D7%94%D7%97%D7%9C%D7%A7%D7%94-%D7%9C%D7%A6%D7%99%D7%A0%D7%95%D7%A8%D7%95%D7%AA-1000-%D7%9E%D7%9C/
47700012,"משחת החלקה לצינורות 250 מ""ל",,,,לצינורות,,,,,,250,250,,,,,,,,,משחת החלקה מ ל,47700012.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%97%D7%AA-%D7%94%D7%97%D7%9C%D7%A7%D7%94-%D7%9C%D7%A6%D7%99%D7%A0%D7%95%D7%A8%D7%95%D7%AA-250-%D7%9E%D7%9C/
61233161,"משפך ""¼1 קומפלט",משפך,,,,,,,,,,,,,,"¼1""",,,,,קומפלט,61233161.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%A4%D7%9A-%C2%BC1-%D7%A7%D7%95%D7%9E%D7%A4%D7%9C%D7%98/
61233162,"משפך ארוך ""¼1 קומפלט",משפך,ארוך,,,,,,,,,,,,,"¼1""",,,,,קומפלט,61233162.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%A4%D7%9A-%D7%90%D7%A8%D7%95%D7%9A-%C2%BC1-%D7%A7%D7%95%D7%9E%D7%A4%D7%9C%D7%98/
61450365,"משפך ""2 קומפלט",משפך,,,,,,,,,,,,,,"2""",,,,,קומפלט,61450365.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A9%D7%A4%D7%9A-2-%D7%A7%D7%95%D7%9E%D7%A4%D7%9C%D7%98/
70940160,מתאם זוית – ג'וקר 40 ™SmartLock,מתאם,זוית,SmartLock,,,,,,,40,40,,,,,,,,,ג'וקר,70940160.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%96%D7%95%D7%99%D7%AA-%D7%92%D7%95%D7%A7%D7%A8-40-smartlock/
70850060,מתאם זוית – ג'וקר 50 ™SmartLock,מתאם,זוית,SmartLock,,,,,,,50,50,,,,,,,,,ג'וקר,70850060.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%96%D7%95%D7%99%D7%AA-%D7%92%D7%95%D7%A7%D7%A8-50-smartlock/
70963160,מתאם זוית – ג'וקר 63 ™SmartLock,מתאם,זוית,SmartLock,,,,,,,63,63,,,,,,,,,ג'וקר,70963160.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%96%D7%95%D7%99%D7%AA-%D7%92%D7%95%D7%A7%D7%A8-63-smartlock/
61300030,מתאם זחיח “½1 לכיור אמריקאי עם כניסה למדיח,מתאם,עם כניסה למדיח|זחיח,,כיור אמריקאי,,,,,,,,,,,"½1""",,,,,,61300030.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%96%D7%97%D7%99%D7%97-%C2%BD1-%D7%9C%D7%9B%D7%99%D7%95%D7%A8-%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%90%D7%99-%D7%A2%D7%9D-%D7%9B%D7%A0%D7%99%D7%A1%D7%94-%D7%9C%D7%9E-2/
61300030,מתאם זחיח “½1 לכיור אמריקאי עם כניסה למדיח,מתאם,עם כניסה למדיח|זחיח,,כיור אמריקאי,,,,,,,,,,,"½1""",,,,,,61300030.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%96%D7%97%D7%99%D7%97-%C2%BD1-%D7%9C%D7%9B%D7%99%D7%95%D7%A8-%D7%90%D7%9E%D7%A8%D7%99%D7%A7%D7%90%D7%99-%D7%A2%D7%9D-%D7%9B%D7%A0%D7%99%D7%A1%D7%94-%D7%9C%D7%9E/
45000001,מתאם לקולט מי גשמים בקוטר 110,מתאם,,,,,,,,,110,110,,,,,,,,,לקולט מי גשמים,45000001.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%9C%D7%A7%D7%95%D7%9C%D7%98-%D7%9E%D7%99-%D7%92%D7%A9%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
45000003,מתאם לקולט מי גשמים בקוטר 75,מתאם,,,,,,,,,75,75,,,,,,,,,לקולט מי גשמים,45000003.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%9C%D7%A7%D7%95%D7%9C%D7%98-%D7%9E%D7%99-%D7%92%D7%A9%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
9091021314,"מתאם לריתוך הברגה (משושה) תבריג חיצוני ""32/1 נטול עופרת",מתאם,משושה|נטול עופרת,,,ריתוך,חיצוני,,,,,,,,,"3""",,,,,2 1,9091021314.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%94%D7%91%D7%A8%D7%92%D7%94-%D7%9E%D7%A9%D7%95%D7%A9%D7%94-%D7%AA%D7%91%D7%A8%D7%99%D7%92-%D7%97%D7%99%D7%A6%D7%95%D7%A0%D7%99-321/
9091021317,"מתאם לריתוך הברגה (משושה) תבריג חיצוני ""40/1 נטול עופרת",מתאם,משושה|נטול עופרת,,,ריתוך,חיצוני,,,,,,,,,"4""",,,,,0 1,9091021317.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%94%D7%91%D7%A8%D7%92%D7%94-%D7%9E%D7%A9%D7%95%D7%A9%D7%94-%D7%AA%D7%91%D7%A8%D7%99%D7%92-%D7%97%D7%99%D7%A6%D7%95%D7%A0%D7%99-401/
9091021318,"מתאם לריתוך הברגה (משושה) תבריג חיצוני ""40/11/4 נטול עופרת",מתאם,משושה|נטול עופרת,,,ריתוך,חיצוני,,,,11/4,11,4,,,"4""",,,,,0,9091021318.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%94%D7%91%D7%A8%D7%92%D7%94-%D7%9E%D7%A9%D7%95%D7%A9%D7%94-%D7%AA%D7%91%D7%A8%D7%99%D7%92-%D7%97%D7%99%D7%A6%D7%95%D7%A0%D7%99-4011/
9091021320,"מתאם לריתוך הברגה (משושה) תבריג חיצוני ""50/11/2 נטול עופרת",מתאם,משושה|נטול עופרת,,,ריתוך,חיצוני,,,,11/2,11,2,,,"5""",,,,,0,9091021320.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%AA%D7%90%D7%9D-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%94%D7%91%D7%A8%D7%92%D7%94-%D7%9E%D7%A9%D7%95%D7%A9%D7%94-%D7%AA%D7%91%D7%A8%D7%99%D7%92-%D7%97%D7%99%D7%A6%D7%95%D7%A0%D7%99-5011-2/
