sku,product_name,type,features,series,application,connection,thread,gender,material,color,sizes_raw,diameter_mm,diameter2_mm,diameter3_mm,angle_deg,inch,length_mm,wall_mm,sdr,sn_class,leftover,image_file,image_count,page_url
41750060,מצמד כפול לשפכים חמים בקוטר 125,מצמד,כפול,,שפכים חמים,,,,,,125,125,,,,,,,,,,41750060.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
41710050,מצמד כפול לשפכים חמים בקוטר 40,מצמד,כפול,,שפכים חמים,,,,,,40,40,,,,,,,,,,41710050.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-40/
41730050,מצמד כפול לשפכים חמים בקוטר 75,מצמד,כפול,,שפכים חמים,,,,,,75,75,,,,,,,,,,41730050.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-75/
70532360,מצמד כפול 32 ™SmartLock,מצמד,כפול,SmartLock,,,,,,,32,32,,,,,,,,,,70532360.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-32-smartlock/
70540460,מצמד כפול 40 ™SmartLock,מצמד,כפול,SmartLock,,,,,,,40,40,,,,,,,,,,70540460.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-40-smartlock/
60540460,מצמד כפול 40,מצמד,כפול,,,,,,,,40,40,,,,,,,,,,60540460.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-40/
70550560,מצמד כפול 50 ™SmartLock,מצמד,כפול,SmartLock,,,,,,,50,50,,,,,,,,,,70550560.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-50-smartlock/
60550560,מצמד כפול 50,מצמד,כפול,,,,,,,,50,50,,,,,,,,,,60550560.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-50/
70563663,מצמד כפול 63 ™SmartLock,מצמד,כפול,SmartLock,,,,,,,63,63,,,,,,,,,,70563663.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-63-smartlock/
60563663,מצמד כפול 63,מצמד,כפול,,,,,,,,63,63,,,,,,,,,,60563663.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9B%D7%A4%D7%95%D7%9C-63/
91117010,מצמד לריתוך 110,מצמד,,,,ריתוך,,,,,110,110,,,,,,,,,,91117010.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-110/
91117012,מצמד לריתוך 125,מצמד,,,,ריתוך,,,,,125,125,,,,,,,,,,91117012.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-125/
91117002,מצמד לריתוך 20,מצמד,,,,ריתוך,,,,,20,20,,,,,,,,,,91117002.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-20/
91117003,מצמד לריתוך 25,מצמד,,,,ריתוך,,,,,25,25,,,,,,,,,,91117003.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-25/
91117004,מצמד לריתוך 32,מצמד,,,,ריתוך,,,,,32,32,,,,,,,,,,91117004.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-32/
91117005,מצמד לריתוך 40,מצמד,,,,ריתוך,,,,,40,40,,,,,,,,,,91117005.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-40/
91117006,מצמד לריתוך 50,מצמד,,,,ריתוך,,,,,50,50,,,,,,,,,,91117006.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-50/
91117007,מצמד לריתוך 63,מצמד,,,,ריתוך,,,,,63,63,,,,,,,,,,91117007.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-63/
91117008,מצמד לריתוך 75,מצמד,,,,ריתוך,,,,,75,75,,,,,,,,,,91117008.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-75/
91117009,מצמד לריתוך 90,מצמד,,,,ריתוך,,,,,90,90,,,,,,,,,,91117009.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-90/
91517643,מצמד מצרה לריתוך – 110/63 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,110/63,110,63,,,,,,,,,91517643.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-11063-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517644,מצמד מצרה לריתוך – 110/75 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,110/75,110,75,,,,,,,,,91517644.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-11075-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517645,מצמד מצרה לריתוך – 110/90 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,110/90,110,,,90,,,,,,,91517645.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-11090-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517670,מצמד מצרה לריתוך – 125/110 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,125/110,125,110,,,,,,,,,91517670.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-125110-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517667,מצמד מצרה לריתוך – 125/75 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,125/75,125,75,,,,,,,,,91517667.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-12575-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517668,מצמד מצרה לריתוך – 125/90 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,125/90,125,,,90,,,,,,,91517668.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-12590-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
992411175,מצמד מצרה לריתוך 160/110 ריתוך פנים SDR 11,מצמד,מצרה,,,ריתוך פנים,,,,,160/110,160,110,,,,,,11,,לריתוך,992411175.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-160110-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr-11/
992511174,מצמד מצרה לריתוך 160/110 ריתוך פנים SDR 17.6,מצמד,מצרה,,,ריתוך פנים,,,,,160/110,160,110,,,,,,17.6,,לריתוך,992511174.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-160110-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr-17-6/
992411177,מצמד מצרה לריתוך 160/125 ריתוך פנים SDR 11,מצמד,מצרה,,,ריתוך פנים,,,,,160/125,160,125,,,,,,11,,לריתוך,992411177.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-160125-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr-11/
992511176,מצמד מצרה לריתוך 160/125 ריתוך פנים SDR 17.6,מצמד,מצרה,,,ריתוך פנים,,,,,160/125,160,125,,,,,,17.6,,לריתוך,992511176.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-160125-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr-17-6/
992411183,מצמד מצרה לריתוך 200/125 ריתוך פנים SDR 11,מצמד,מצרה,,,ריתוך פנים,,,,,200/125,200,125,,,,,,11,,לריתוך,992411183.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-200125-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr-11/
992511182,מצמד מצרה לריתוך 200/125 ריתוך פנים SDR 17.6,מצמד,מצרה,,,ריתוך פנים,,,,,200/125,200,125,,,,,,17.6,,לריתוך,992511182.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-200125-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr-17-6/
91517603,מצמד מצרה לריתוך – 25/20 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,25/20,25,20,,,,,,,,,91517603.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-2520-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517605,מצמד מצרה לריתוך – 32/20 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,32/20,32,20,,,,,,,,,91517605.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-3220-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517606,מצמד מצרה לריתוך – 32/25 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,32/25,32,25,,,,,,,,,91517606.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-3225-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517608,מצמד מצרה לריתוך – 40/20 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,40/20,40,20,,,,,,,,,91517608.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-4020-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517609,מצמד מצרה לריתוך – 40/25 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,40/25,40,25,,,,,,,,,91517609.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-4025-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517610,מצמד מצרה לריתוך – 40/32 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,40/32,40,32,,,,,,,,,91517610.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-4032-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517612,מצמד מצרה לריתוך – 50/20 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,50/20,50,20,,,,,,,,,91517612.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-5020-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517613,מצמד מצרה לריתוך – 50/25 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,50/25,50,25,,,,,,,,,91517613.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-5025-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517614,מצמד מצרה לריתוך – 50/32 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,50/32,50,32,,,,,,,,,91517614.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-5032-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517615,מצמד מצרה לריתוך – 50/40 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,50/40,50,40,,,,,,,,,91517615.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-5040-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517617,מצמד מצרה לריתוך – 63/20 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,63/20,63,20,,,,,,,,,91517617.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-6320-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517618,מצמד מצרה לריתוך – 63/25 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,63/25,63,25,,,,,,,,,91517618.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-6325-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517619,מצמד מצרה לריתוך – 63/32 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,63/32,63,32,,,,,,,,,91517619.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-6332-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517620,מצמד מצרה לריתוך – 63/40 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,63/40,63,40,,,,,,,,,91517620.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-6340-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517621,מצמד מצרה לריתוך – 63/50 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,63/50,63,50,,,,,,,,,91517621.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-6350-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517623,מצמד מצרה לריתוך – 75/20 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,75/20,75,20,,,,,,,,,91517623.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-7520-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517624,מצמד מצרה לריתוך – 75/25 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,75/25,75,25,,,,,,,,,91517624.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-7525-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517625,מצמד מצרה לריתוך – 75/32 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,75/32,75,32,,,,,,,,,91517625.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-7532-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517626,מצמד מצרה לריתוך – 75/40 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,75/40,75,40,,,,,,,,,91517626.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-7540-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517627,מצמד מצרה לריתוך – 75/50 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,75/50,75,50,,,,,,,,,91517627.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-7550-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517628,מצמד מצרה לריתוך – 75/63 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,75/63,75,63,,,,,,,,,91517628.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-7563-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517634,מצמד מצרה לריתוך – 90/50 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,90/50,90,50,,,,,,,,,91517634.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-9050-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517635,מצמד מצרה לריתוך – 90/63 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,90/63,90,63,,,,,,,,,91517635.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-9063-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
91517636,מצמד מצרה לריתוך – 90/75 פנים/חוץ,מצמד,מצרה|פנים חוץ,,,ריתוך,,,,,90/75,90,75,,,,,,,,,91517636.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-%D7%9C%D7%A8%D7%99%D7%AA%D7%95%D7%9A-9075-%D7%A4%D7%A0%D7%99%D7%9D%D7%97%D7%95%D7%A5/
992411185,מצמד מצרה 200/160 ריתוך פנים SDR11,מצמד,מצרה,,,ריתוך פנים,,,,,200/160,200,160,,,,,,11,,,992411185.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-200160-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr11/
992511180,מצמד מצרה 200/160 ריתוך פנים SDR17.6,מצמד,מצרה,,,ריתוך פנים,,,,,200/160,200,160,,,,,,17.6,,,992511180.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-200160-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr17-6/
992411191,מצמד מצרה 250/160 ריתוך פנים SDR11,מצמד,מצרה,,,ריתוך פנים,,,,,250/160,250,160,,,,,,11,,,992411191.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-250160-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr11-2/
992411189,מצמד מצרה 250/160 ריתוך פנים SDR11,מצמד,מצרה,,,ריתוך פנים,,,,,250/160,250,160,,,,,,11,,,992411189.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-250160-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr11/
992511190,מצמד מצרה 250/160 ריתוך פנים SDR17.6,מצמד,מצרה,,,ריתוך פנים,,,,,250/160,250,160,,,,,,17.6,,,992511190.jpg,6,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-250160-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr17-6-2/
992511188,מצמד מצרה 250/160 ריתוך פנים SDR17.6,מצמד,מצרה,,,ריתוך פנים,,,,,250/160,250,160,,,,,,17.6,,,992511188.jpg,5,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%9E%D7%A6%D7%A8%D7%94-250160-%D7%A8%D7%99%D7%AA%D7%95%D7%9A-%D7%A4%D7%A0%D7%99%D7%9D-sdr17-6/
83940053,מצמד שרוול לביוב 110,מצמד,שרוול,,ביוב,,,,,,110,110,,,,,,,,,,83940053.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%91%D7%99%D7%95%D7%91-110/
83960053,מצמד שרוול לביוב 160,מצמד,שרוול,,ביוב,,,,,,160,160,,,,,,,,,,83960053.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%91%D7%99%D7%95%D7%91-160/
83980053,מצמד שרוול לביוב 200,מצמד,שרוול,,ביוב,,,,,,200,200,,,,,,,,,,83980053.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%91%D7%99%D7%95%D7%91-200/
43931553,מצמד שרוול לביוב 315,מצמד,שרוול,,ביוב,,,,,,315,315,,,,,,,,,,43931553.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%91%D7%99%D7%95%D7%91-315/
43940553,מצמד שרוול לביוב 400,מצמד,שרוול,,ביוב,,,,,,400,400,,,,,,,,,,43940553.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%91%D7%99%D7%95%D7%91-400/
41740053,מצמד שרוול לשפכים חמים בקוטר 110,מצמד,שרוול,,שפכים חמים,,,,,,110,110,,,,,,,,,,41740053.jpg,3,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-110/
41750053,מצמד שרוול לשפכים חמים בקוטר 125,מצמד,שרוול,,שפכים חמים,,,,,,125,125,,,,,,,,,,41750053.jpg,4,https://www.huliot.co.il/product/%D7%9E%D7%A6%D7%9E%D7%93-%D7%A9%D7%A8%D7%95%D7%95%D7%9C-%D7%9C%D7%A9%D7%A4%D7%9B%D7%99%D7%9D-%D7%97%D7%9E%D7%99%D7%9D-%D7%91%D7%A7%D7%95%D7%98%D7%A8-125/
